group;species;dry.mass.g;body.temp.C;mortality.year;ref
Bird;Melanerpes erythrocephalus;1.79E+001;40;0.259;1,2
Bird;Melanerpes formicivorus;1.95E+001;40;0.169;1,2
Bird;Melanerpes formicivorus;2.07E+001;40;0.159;1,2
Bird;Melanerpes uropygialis;1.74E+001;40;0.331;1,2
Bird;Melanitta deglandi;3.00E+002;40;0.218;1,2
Bird;Melanitta fusca;4.39E+002;40;0.163;1,2
Bird;Melanitta fusca;4.39E+002;40;0.213;1,2
Bird;Meleagris gallopavo;1.06E+003;40;0.196;1,2
Bird;Meleagris gallopavo;1.45E+003;40;0.204;1,2
Bird;Melospiza georgiana;4.25E+000;40;0.549;1,2
Bird;Melospiza lincolnii;4.35E+000;40;0.34;1,2
Bird;Melospiza melodia;5.19E+000;40;0.226;1,2
Bird;Mergus merganser;3.08E+002;40;0.19;1,2
Bird;Mergus serrator;2.55E+002;40;0.485;1,2
Bird;Merops bullockoides;8.70E+000;40;0.37;1,2
Bird;Micrathene whitneyi;1.03E+001;40;0.538;1,2
Bird;Micropalama himantopus;1.43E+001;40;0.282;1,2
Bird;Milvus migrans;2.07E+002;40;0.107;1,2
Bird;Milvus migrans;2.07E+002;40;0.11;1,2
Bird;Milvus milvus;2.70E+002;40;0.097;1,2
Bird;Milvus milvus;2.70E+002;40;0.098;1,2
Bird;Mimus polyglottos;1.21E+001;40;0.127;1,2
Bird;Mniotilta varia;2.65E+000;40;0.226;1,2
Bird;Molothrus aeneus;1.67E+001;40;0.746;1,2
Bird;Molothrus ater;1.10E+001;40;0.15;1,2
Bird;Molothrus ater;1.23E+001;40;0.161;1,2
Bird;Morus bassanus;7.50E+002;40;0.125;1,2
Bird;Mycteria americana;5.94E+002;40;0.4;1,2
Bird;Myiarchus cinerascens;6.80E+000;40;0.286;1,2
Bird;Myiarchus cinerascens;6.80E+000;40;0.538;1,2
Bird;Myiarchus crinitus;8.38E+000;40;0.183;1,2
Bird;Myiarchus tyrannulus;1.10E+001;40;0.259;1,2
Bird;Myiarchus tyrannulus;1.10E+001;40;0.323;1,2
Bird;Myioborus pictus;1.98E+000;40;0.394;1,2
Bird;Myioborus pictus;1.98E+000;40;0.617;1,2
Bird;Nucifraga columbiana;3.38E+001;40;0.146;1,2
Bird;Numenius arquata;2.01E+002;40;0.08;1,2
Bird;Numenius phaeopus;1.01E+002;40;0.233;1,2
Bird;Numenius tahitiensis;1.08E+002;40;0.216;1,2
Bird;Nyctea scandiaca;5.11E+002;40;0.273;1,2
Bird;Nyctea scandiaca;5.70E+002;40;0.237;1,2
Bird;Nycticorax nycticorax;2.21E+002;40;0.12;1,2
Bird;Nycticorax nycticorax;2.21E+002;40;0.12;1,2
Bird;Nycticorax violaceus;1.71E+002;40;0.413;1,2
Bird;Oceanodroma furcata;1.38E+001;40;0.286;1,2
Bird;Oceanodroma furcata;1.38E+001;40;0.435;1,2
Bird;Oceanodroma homochroa;9.23E+000;40;0.323;1,2
Bird;Oceanodroma leucorhoa;9.95E+000;40;0.081;1,2
Bird;Oceanodroma leucorhoa;9.95E+000;40;0.087;1,2
Bird;Oceanodroma leucorhoa;9.95E+000;40;0.105;1,2
Bird;Oceanodroma tristrami;2.10E+001;40;0.262;1,2
Bird;Oporonis tolmiei;2.60E+000;40;0.649;1,2
Bird;Oporornis agilis;3.80E+000;40;0.617;1,2
Bird;Oporornis formosus;3.58E+000;40;0.435;1,2
Bird;Oporornis philadelphia;3.25E+000;40;0.327;1,2
Bird;Oporornis tolmiei;2.60E+000;40;0.649;1,2
Bird;Otus asio;4.51E+001;40;0.179;1,2
Bird;Otus flammeolus;1.39E+001;40;0.318;1,2
Bird;Otus kennicottii;4.23E+001;40;0.198;1,2
Bird;Oxyura jamaicensis;1.48E+002;40;0.187;1,2
Bird;Pagodroma nivea;6.70E+001;40;0.127;1,2
Bird;Pagophila eburnea;1.54E+002;40;0.149;1,2
Bird;Pagophila eburnea;1.54E+002;40;0.323;1,2
Bird;Pandion haliaetus;3.71E+002;40;0.115;1,2
Bird;Parabuteo unicinctus;2.16E+002;40;0.233;1,2
Bird;Parabuteo unicinctus;2.16E+002;40;0.256;1,2
Bird;Parabuteo unicinctus;2.21E+002;40;0.202;1,2
Bird;Parula americana;2.15E+000;40;0.538;1,2
Bird;Parus atricapillus;2.70E+000;40;0.206;1,2
Bird;Parus atricapillus;2.75E+000;40;0.361;3
Bird;Parus bicolor ssp.;5.40E+000;40;0.192;1,2
Bird;Parus bicolor ssp.;5.40E+000;40;0.549;1,2
Bird;Parus carolinensis;2.54E+000;40;0.235;1,2
Bird;Parus cinctus;3.10E+000;40;0.37;1,2
Bird;Parus gambeli;2.88E+000;40;0.254;1,2
Bird;Parus hudsonicus;2.45E+000;40;0.562;1,2
Bird;Parus inornatus;4.38E+000;40;0.323;
Bird;Parus major;4.75E+000;40;0.756;3
Bird;Parus major;4.75E+000;40;0.989;3
Bird;Parus rufescens;2.43E+000;40;0.331;1,2
Bird;Parus sclateri;2.75E+000;40;0.526;1,2
Bird;Parus wollweberi;2.60E+000;40;0.394;1,2
Bird;Passer domesticus;6.93E+000;40;0.192;1,2
Bird;Passer montanus;5.50E+000;40;0.667;1,2
Bird;Passerculus sandwichensis;4.28E+000;40;0.427;1,2
Bird;Passerella iliaca;8.08E+000;40;0.265;1,2
Bird;Passerina amoena;3.88E+000;40;0.289;1,2
Bird;Passerina amoena;4.00E+000;40;0.538;1,2
Bird;Passerina ciris;3.75E+000;40;0.244;1,2
Bird;Passerina cyanea;3.53E+000;40;0.233;1,2
Bird;Passerina cyanea;3.73E+000;40;0.233;1,2
Bird;Passerina cyanea;3.75E+000;40;0.429;3
Bird;Passerina cyanea;3.75E+000;40;0.454;3
Bird;Pelecanus erythrorhynchos;1.75E+003;40;0.096;1,2
Bird;Pelecanus erythrorhynchos;1.75E+003;40;0.159;1,2
Bird;Pelecanus occidentalis;8.60E+002;40;0.129;1,2
Bird;Perdix perdix;9.74E+001;40;0.508;1,2
Bird;Perisoreus canadensis;1.83E+001;40;0.132;1,2
Bird;Perisoreus canadensis;1.83E+001;40;0.159;1,2
Bird;Perisoreus canadensis;1.83E+001;40;0.182;1,2
Bird;Pernis apivorus;1.90E+002;40;0.087;1,2
Bird;Phalacrocorax auritas;4.19E+002;40;0.142;1,2
Bird;Phalacrocorax carbo;5.27E+002;40;0.141;1,2
Bird;Phalacrocorax carbo;5.27E+002;40;0.178;1,2
Bird;Phalacrocorax pelagicus;4.67E+002;40;0.142;1,2
Bird;Phalacrocorax penicillatus;5.26E+002;40;0.273;1,2
Bird;Phalaenoptilus nuttallii;1.29E+001;40;0.909;1,2
Bird;Phalaropus tricolor;1.50E+001;40;0.256;1,2
Bird;Pheucticus ludovicianus;1.14E+001;40;0.355;1,2
Bird;Pheucticus melanocephalus;1.05E+001;40;0.282;1,2
Bird;Phoenicopterus ruber;7.59E+002;40;0.076;1,2
Bird;Phoenicopterus ruber;7.59E+002;40;0.193;1,2
Bird;Phylloscopus borealis;2.65E+000;40;0.877;1,2
Bird;Pica nuttalli;3.60E+001;40;0.259;1,2
Bird;Pica nuttalli;3.98E+001;40;0.256;1,2
Bird;Pica pica;4.44E+001;40;0.442;1,2
Bird;Pica pica;4.44E+001;40;0.526;1,2
Bird;Picoides borealis;1.09E+001;40;0.185;1,2
Bird;Picoides borealis;1.09E+001;40;0.213;1,2
Bird;Picoides pubescens;6.75E+000;40;0.224;1,2
Bird;Picoides scalaris;7.58E+000;40;0.588;1,2
Bird;Picoides villosus;1.56E+001;40;0.161;1,2
Bird;Pinicola enucleator;1.41E+001;40;0.265;1,2
Bird;Pipilo aberti;1.15E+001;40;0.299;1,2
Bird;Pipilo chlorurus;7.35E+000;40;0.336;1,2
Bird;Pipilo erythrophthalmus;1.04E+001;40;0.207;1,2
Bird;Pipilo erythrophthalmus ssp.;1.04E+001;40;0.239;1,2
Bird;Pipilo fuscus;1.11E+001;40;0.199;1,2
Bird;Piranga ludoviciana;7.03E+000;40;0.327;1,2
Bird;Piranga olivicea;7.15E+000;40;0.254;1,2
Bird;Piranga rubra;7.05E+000;40;0.355;1,2
Bird;Piranga rubra;7.05E+000;40;0.435;1,2
Bird;Platalea leucorodia;4.73E+002;40;0.09;1,2
Bird;Plectrophenax hyperboreus;1.36E+001;40;0.549;1,2
Bird;Plectrophenax nivalis;1.06E+001;40;0.292;1,2
Bird;Plegadis chihi;1.55E+002;40;0.175;1,2
Bird;Pluvialis dominica;3.63E+001;40;0.549;1,2
Bird;Pluvialis squatarola;5.50E+001;40;0.125;1,2
Bird;Pluvialis squatarola;5.50E+001;40;0.201;1,2
Bird;Podiceps auritus;1.13E+002;40;0.505;1,2
Bird;Podiceps grisegena;2.56E+002;40;0.549;1,2
Bird;Podiceps nigricollis;7.30E+001;40;0.505;1,2
Bird;Polioptila caerulea;1.50E+000;40;0.633;1,2
Bird;Polyborus plancus;2.23E+002;40;0.289;1,2
Bird;Polysticta stelleri;1.93E+002;40;0.207;1,2
Bird;Polysticta stelleri;2.11E+002;40;0.178;1,2
Bird;Pooecetes gramineus;6.43E+000;40;0.327;1,2
Bird;Pooecetes gramineus;6.43E+000;40;0.376;1,2
Bird;Procellaria parkinsoni;1.69E+002;40;0.149;1,2
Bird;Procelsterna cerulea;1.33E+001;40;0.182;1,2
Bird;Procelsterna cerulea;1.33E+001;40;0.233;1,2
Bird;Progne subis;1.24E+001;40;0.185;1,2
Bird;Protonotaria citrea;3.75E+000;40;0.538;1,2
Bird;Pterodroma alba;6.80E+001;40;0.226;1,2
Bird;Pterodroma hypoleuca;4.40E+001;40;0.239;1,2
Bird;Pterodroma leucoptera;3.13E+001;40;0.127;1,2
Bird;Pterodroma macroptera;1.33E+002;40;0.141;1,2
Bird;Pterodroma phaeopygia;1.09E+002;40;0.37;1,2
Bird;Ptychoramphus aleuticus;4.70E+001;40;0.251;1,2
Bird;Ptychoramphus aleuticus;4.70E+001;40;0.435;1,2
Bird;Ptychoramphus aleuticus;4.70E+001;40;0.459;1,2
Bird;Puffinus auricularis;8.08E+001;40;0.515;1,2
Bird;Puffinus gravis;2.12E+002;40;0.365;1,2
Bird;Puffinus lherminieri;4.20E+001;40;0.133;1,2
Bird;Puffinus nativitatis;8.90E+001;40;0.237;1,2
Bird;Puffinus pacificus;9.70E+001;40;0.151;1,2
Bird;Puffinus pacificus;9.70E+001;40;0.182;1,2
Bird;Puffinus puffinus;1.13E+002;40;0.084;1,2
Bird;Puffinus puffinus;1.13E+002;40;0.549;1,2
Bird;Puffinus tenuirostris;1.36E+002;40;0.084;1,2
Bird;Puffinus tenuirostris;1.36E+002;40;0.08;3
Bird;Pycnonotus jocusus;6.85E+000;40;0.667;1,2
Bird;Pyrocephalus rubinus;3.60E+000;40;0.476;1,2
Bird;Quiscalus major;4.16E+001;40;0.215;1,2
Bird;Quiscalus mexicanus;4.78E+001;40;0.204;1,2
Bird;Quiscalus quiscula;3.18E+001;40;0.121;1,2
Bird;Rallus longirostris;8.08E+001;40;0.345;1,2
Bird;Recurvirostra americana;7.90E+001;40;0.286;1,2
Bird;Regulus calendula;1.66E+000;40;0.467;1,2
Bird;Regulus satrapa;1.58E+000;40;0.495;1,2
Bird;Rhynchops niger;7.54E+001;40;0.127;1,2
Bird;Riparia riparia;3.65E+000;40;0.323;1,2
Bird;Rissa brevirostris;9.78E+001;40;0.667;1,2
Bird;Rissa tridactyla;9.83E+001;40;0.135;3
Bird;Rissa tridactyla;1.02E+002;40;0.37;1,2
Bird;Rissa tridactyla;1.02E+002;40;0.526;1,2
Bird;Rissa tridactyla;1.05E+002;40;0.196;3
Bird;Rostrhamus sociabilis;9.45E+001;40;0.149;1,2
Bird;Rostrhamus sociabilis;9.45E+001;40;0.37;1,2
Bird;Sayornis nigricans;4.66E+000;40;0.323;1,2
Bird;Sayornis nigricans;4.66E+000;40;0.909;1,2
Bird;Sayornis phoebe;4.95E+000;40;0.282;1,2
Bird;Scolopax minor;5.48E+001;40;0.226;1,2
Bird;Scolopax minor;5.48E+001;40;0.276;1,2
Bird;Seiurus aurocapillus;4.85E+000;40;0.286;1,2
Bird;Seiurus motacilla;5.08E+000;40;0.323;1,2
Bird;Seiurus novaeboracensis;4.45E+000;40;0.289;1,2
Bird;Selasphorus platycercus;8.75E-001;40;0.365;1,2
Bird;Selasphorus platycercus;8.88E-001;40;0.323;1,2
Bird;Selasphorus platycercus;9.00E-001;40;0.209;1,2
Bird;Selasphorus platycercus;9.00E-001;40;0.211;1,2
Bird;Selasphorus rufus;8.75E-001;40;0.649;1,2
Bird;Selasphorus sasin;7.88E-001;40;0.667;1,2
Bird;Selasphorus sasin;8.00E-001;40;0.685;1,2
Bird;Setophaga ruticilla;2.13E+000;40;0.256;1,2
Bird;Sialia currucoides;7.40E+000;40;0.549;1,2
Bird;Sialia mexicanus;7.25E+000;40;0.617;1,2
Bird;Sialia sialis;7.90E+000;40;0.323;1,2
Bird;Sitta canadensis;2.45E+000;40;0.345;1,2
Bird;Sitta carolinensis;5.28E+000;40;0.262;1,2
Bird;Sitta pusilla;2.55E+000;40;0.45;1,2
Bird;Sitta pygmaea;2.65E+000;40;0.314;1,2
Bird;Somateria mollissima;4.79E+002;40;0.119;1,2
Bird;Somateria mollissima;4.79E+002;40;0.172;1,2
Bird;Somateria mollissima;5.17E+002;40;0.11;1,2
Bird;Somateria spectabilis;3.92E+002;40;0.134;1,2
Bird;Spheniscus magellanicus;1.13E+003;40;0.196;1,2
Bird;Sphyrapicus varius;1.26E+001;40;0.382;1,2
Bird;Spiza americana;7.33E+000;40;0.667;1,2
Bird;Spizella arborea;5.03E+000;40;0.254;1,2
Bird;Spizella breweri;2.73E+000;40;0.505;1,2
Bird;Spizella pallida;3.00E+000;40;0.515;1,2
Bird;Spizella passerina;3.08E+000;40;0.262;1,2
Bird;Spizella pusilla;3.13E+000;40;0.292;1,2
Bird;Spizella pusilla;3.13E+000;40;0.331;1,2
Bird;Sporophila torqueola;2.18E+000;40;0.218;1,2
Bird;Stelgidopteryx ruficollis;3.80E+000;40;0.442;1,2
Bird;Stellula calliope;6.63E-001;40;0.435;1,2
Bird;Stellula calliope;7.00E-001;40;0.427;1,2
Bird;Stercorarius longicaudus;7.41E+001;40;0.318;1,2
Bird;Sterna albifrons;1.43E+001;40;0.12;1,2
Bird;Sterna antillarum;1.08E+001;40;0.105;1,2
Bird;Sterna caspia;1.64E+002;40;0.096;1,2
Bird;Sterna dougallii;2.75E+001;40;0.182;1,2
Bird;Sterna dougallii;2.75E+001;40;0.211;1,2
Bird;Sterna elegans;6.43E+001;40;0.289;1,2
Bird;Sterna forsteri;3.95E+001;40;0.213;1,2
Bird;Sterna forsteri;3.95E+001;40;0.249;1,2
Bird;Sterna fuscata;4.50E+001;40;0.079;1,2
Bird;Sterna lunata;3.65E+001;40;0.141;1,2
Bird;Sterna lunata;3.65E+001;40;0.157;1,2
Bird;Sterna maxima;1.18E+002;40;0.114;1,2
Bird;Sterna maxima;1.18E+002;40;0.149;1,2
Bird;Sterna nilotica;5.83E+001;40;0.159;1,2
Bird;Sterna nilotica;5.83E+001;40;0.413;1,2
Bird;Sterna paradisaea;2.75E+001;40;0.074;1,2
Bird;Sterna sandvicensis;5.20E+001;40;0.158;1,2
Bird;Streptopelia chinensis;3.98E+001;40;0.336;1,2
Bird;Strix nebulosa;2.44E+002;40;0.286;1,2
Bird;Strix nebulosa;2.90E+002;40;0.196;1,2
Bird;Strix occidentalis;1.52E+002;40;0.149;1,2
Bird;Strix varia;1.79E+002;40;0.139;1,2
Bird;Strix varia;2.00E+002;40;0.254;1,2
Bird;Sturnella magna;2.23E+001;40;0.286;1,2
Bird;Sturnus vulgaris;2.06E+001;40;0.119;1,2
Bird;Sula (= Morus) bassanus;7.50E+002;40;0.101;1,2
Bird;Sula (= Morus) bassanus;7.50E+002;40;0.124;1,2
Bird;Sula dactylatra;4.38E+002;40;0.1;1,2
Bird;Sula dactylatra;4.38E+002;40;0.11;1,2
Bird;Sula leucogaster;3.46E+002;40;0.103;1,2
Bird;Sula leucogaster;3.46E+002;40;0.158;1,2
Bird;Sula serrator;5.88E+002;40;0.076;1,2
Bird;Sula sula;2.51E+002;40;0.11;1,2
Bird;Sula sula;2.51E+002;40;0.115;1,2
Bird;Synthliboramphus antiquus;5.15E+001;40;0.526;1,2
Bird;Synthliboramphus antiquus;5.15E+001;40;0.602;1,2
Bird;Synthliboramphus hypoleucus;4.18E+001;40;0.169;1,2
Bird;Synthliboramphus hypoleucus;4.18E+001;40;0.262;1,2
Bird;Tachybaptus ruficollis;5.03E+001;40;0.196;1,2
Bird;Tachycineta bicolor;5.03E+000;40;0.233;1,2
Bird;Tachycineta bicolor;5.03E+000;40;0.289;1,2
Bird;Tachycineta thalassina;3.60E+000;40;0.382;1,2
Bird;Telespyza cantans;8.20E+000;40;0.435;1,2
Bird;Threskiornis aethiopicus;3.75E+002;40;0.12;1,2
Bird;Thryomanes bewickii;2.48E+000;40;0.323;1,2
Bird;Thryomanes bewickii;2.48E+000;40;0.34;1,2
Bird;Thryothorus ludovicianus;4.68E+000;40;0.427;1,2
Bird;Toxostoma bendirei;1.56E+001;40;0.633;1,2
Bird;Toxostoma curvirostre;1.99E+001;40;0.237;1,2
Bird;Toxostoma lecontei;1.55E+001;40;0.459;1,2
Bird;Toxostoma longirostre;1.75E+001;40;0.355;1,2
Bird;Toxostoma redivivum;2.11E+001;40;0.376;1,2
Bird;Toxostoma rufum;1.72E+001;40;0.199;1,2
Bird;Tringa flavipes;2.03E+001;40;0.549;1,2
Bird;Tringa macularia;1.01E+001;40;0.213;1,2
Bird;Troglodytes aedon;2.73E+000;40;0.365;1,2
Bird;Troglodytes troglodytes;2.23E+000;40;0.649;1,2
Bird;Turdoides squamiceps;1.85E+001;40;0.297;3
Bird;Turdoides squamiceps;1.85E+001;40;0.097;3
Bird;Turdus migratorius;1.93E+001;40;0.183;1,2
Bird;Tympanuchus cupido;2.21E+002;40;2;1,2
Bird;Tympanuchus pallidicinctus;1.89E+002;40;0.189;1,2
Bird;Tympanuchus phasianellus;2.09E+002;40;0.413;1,2
Bird;Tyrannus tyrannus;1.09E+001;40;0.259;1,2
Bird;Tyrannus verticalis;9.90E+000;40;0.376;1,2
Bird;Uria aalge;2.48E+002;40;0.096;1,2
Bird;Uria lomvia;2.41E+002;40;0.111;1,2
Bird;Vermivora celata;2.25E+000;40;0.382;1,2
Bird;Vermivora chrysoptera;2.18E+000;40;0.327;1,2
Bird;Vermivora luciae;1.65E+000;40;0.45;1,2
Bird;Vermivora peregrina;2.45E+000;40;0.407;1,2
Bird;Vermivora pinus;2.10E+000;40;0.327;1,2
Bird;Vermivora ruficapilla;2.15E+000;40;0.355;1,2
Bird;Vermivora virginiae;1.95E+000;40;0.649;1,2
Bird;Vermivora virginiae;1.95E+000;40;0.847;1,2
Bird;Vireo atricapillus;2.13E+000;40;0.37;1,2
Bird;Vireo bellii;2.13E+000;40;0.376;1,2
Bird;Vireo flavifrons;4.50E+000;40;0.427;1,2
Bird;Vireo gilvus;3.70E+000;40;0.195;1,2
Bird;Vireo griseus;2.85E+000;40;0.355;1,2
Bird;Vireo huttoni;2.90E+000;40;0.4;1,2
Bird;Vireo olivaceus;4.18E+000;40;0.256;1,2
Bird;Vireo philadelphicus;3.05E+000;40;0.292;1,2
Bird;Vireo solitarius;4.15E+000;40;0.35;1,2
Bird;Wilsonia canadensis;2.55E+000;40;0.327;1,2
Bird;Wilsonia canadensis;2.63E+000;40;0.323;1,2
Bird;Wilsonia citrina;2.61E+000;40;0.323;1,2
Bird;Wilsonia pusilla;1.83E+000;40;0.382;1,2
Bird;Xanthocephalus xanthocephalus;1.99E+001;40;0.235;1,2
Bird;Zenaida asiatica;3.83E+001;40;0.116;1,2
Bird;Zenaida macroura;2.98E+001;40;0.131;1,2
Bird;Zonotrichia albicollis;6.48E+000;40;0.265;1,2
Bird;Zonotrichia atricapilla;7.45E+000;40;0.244;1,2
Bird;Zonotrichia leucophrys ssp.;7.35E+000;40;0.192;1,2
Bird;Zonotrichia querula;9.06E+000;40;0.218;1,2
Bird;Zosterops japonicus;2.50E+000;40;0.515;1,2
Fish;Abramis brama;3.98E+002;8;0.165;5
Fish;Acipenser transmontanus;2.42E+004;10;0.05;5
Fish;Acipenser transmontanus;4.25E+004;22;0.03;5
Fish;Acipsnser fulvescens;9.00E+003;8;0.01;5
Fish;Ammodytes marinus;8.03E+000;11;1.24;5
Fish;Ammodytes tobianus;3.75E+000;11;1.29;5
Fish;Aphinius fasciatus;6.25E-001;15;2.6;5
Fish;Aphinius fasciatus;1.00E+000;15;1.8;5
Fish;Apsilus dentatus;1.00E+003;27;0.83;5
Fish;Apsilus dentatus;1.13E+003;27;1.9;5
Fish;Bajacalifornia burragei;2.45E+000;4;1.039;7
Fish;Balistes vetula;7.30E+002;27;2.61;5
Fish;Bathylagus milleri;7.50E+000;5.5;1.217;7
Fish;Benthosema glaciale;5.60E-001;13;1.521;6
Fish;Benthosema glaciale;1.40E+000;7;1.75;5
Fish;Benthosema glaciale;1.43E+000;7;0.74;5
Fish;Blennius pholis;1.35E+001;17;0.9;5
Fish;Borostomias panamensis;1.25E+001;5.5;1.097;7
Fish;Brevoortia tyrannus;3.53E+001;23;1;5
Fish;Brevoortia tyrannus;2.16E+002;13;0.5;5
Fish;Callionymus lyra;1.95E+000;12;0.96;5
Fish;Callionymus lyra;6.75E+000;12;0.86;5
Fish;Caranx ruber;6.23E+002;27;1.51;5
Fish;Centengraulis mysticetus;1.40E+001;24;2.4;5
Fish;Cephalopholis fulva;1.60E+002;27;0.55;5
Fish;Cetorhinus maximus;3.45E+006;10;0.046;5
Fish;Chelodactylus macropterus;3.48E+002;14;0.08;5
Fish;Clupea harengus;1.38E+001;8;0.35;5
Fish;Clupea harengus;4.00E+001;9;0.36;5
Fish;Clupea harengus;4.83E+001;12;0.2;5
Fish;Clupea harengus;5.00E+001;11;0.25;5
Fish;Clupea harengus;8.75E+001;8;0.16;5
Fish;Clupea pallassii;5.23E+001;10;0.5;5
Fish;Clupea pallassii;1.31E+002;12;0.2;5
Fish;Cololabis aira;4.73E+001;12;1.6;5
Fish;Coregonus clupeaformis;6.75E+000;5;1.3;5
Fish;Coregonus clupeaformis;7.08E+002;5;0.15;5
Fish;Coregonus clupeaformis;1.05E+003;5;1.35;5
Fish;Coregonus clupeaformis;1.56E+003;5;0.17;5
Fish;Coryphaennoides acrolepis;4.50E+002;3.2;0.822;9,14
Fish;Coryphaenoides rupestris;2.39E+002;9.5;0.12;9,13
Fish;Cottus gobio;1.08E+000;9;1.1;5
Fish;Cottus gobio;1.08E+000;9;0.8;5
Fish;Cottus gobio;1.48E+000;9;1.1;5
Fish;Cottus gobio;1.53E+000;9;0.9;5
Fish;Cyclothone braueri;1.31E-001;10;4.867;6
Fish;Cynoglossus macrolepidus;4.25E+001;27;0.49;5
Fish;Cynolebias adloffi;3.75E-001;22;6.348;4
Fish;Cynolebias adloffi;6.25E-001;16;3.476;4
Fish;Cynolebias bellottii;6.50E-001;15;3.862;4
Fish;Cynolebias bellottii;6.50E-001;20;5.214;4
Fish;Cynolebias wolterstarfii;1.25E+000;15.5;3.395;4
Fish;Cynolebias wolterstarfii;1.25E+000;20;5.84;4
Fish;Cynoscion analis;3.68E+002;18;0.4;5
Fish;Cynoscion macdonaldi;4.45E+003;27;0.3;5
Fish;Cynoscion nobilis;6.98E+003;24;0.3;5
Fish;Dicentrarchus labrax;1.72E+003;10;0.1;5
Fish;Engraulis anchoita;1.25E+001;16;0.9;5
Fish;Engraulis anchoita;5.30E+001;16;1.42;5
Fish;Engraulis encrasicholus;6.00E+000;15;1.8;5
Fish;Engraulis japonicus;9.00E+000;20;1.63;5
Fish;Engraulis mordax;5.25E+000;15;1.7;5
Fish;Engraulis ringens;6.00E+000;16;1.52;5
Fish;Engraulis ringens;9.25E+000;16;1;5
Fish;Eopsetta jordani;9.93E+002;9;0.2;5
Fish;Eopsetta jordani;1.14E+003;9;0.25;5
Fish;Epinephelus guttatus;4.70E+002;27;0.68;5
Fish;Epinephelus striatus;3.23E+003;27;0.24;5
Fish;Esox lucius;8.23E+002;9;0.24;5
Fish;Esox lucius;2.20E+003;9;0.26;5
Fish;Gadus minitus;1.49E+001;12;1.1;5
Fish;Gadus minitus;3.95E+001;12;0.9;5
Fish;Gadus morhua;7.50E+002;8;0.18;5
Fish;Gadus morhua;2.04E+003;6;0.44;5
Fish;Gadus morhua;2.70E+003;5;0.31;5
Fish;Gadus morhua;2.75E+003;7;0.33;5
Fish;Gadus morhua;2.93E+003;6;0.2;5
Fish;Gadus morhua;3.75E+003;6;0.1;5
Fish;Gadus morhua;4.10E+003;8;0.17;5
Fish;Gadus morhua;5.00E+003;8;0.2;5
Fish;Gadus morhua;6.00E+003;5;0.1;5
Fish;Gasterosteus aculeatus;4.50E-001;10;0.9;5
Fish;Haemulon album;1.33E+003;27;0.79;5
Fish;Haemulon plumieri;3.40E+002;27;1.77;5
Fish;Haplochromis anaphyrmus;2.78E+001;26;1.45;5
Fish;Haplochromis mloto;1.85E+001;26;0.92;5
Fish;Hippoglossoides platessoides;1.73E+002;11;0.3;5
Fish;Hippoglossoides platessoides;3.10E+002;15;0.27;5
Fish;Hippoglossoides platessoides;4.15E+002;14;0.25;5
Fish;Hippoglossoides platessoides;5.10E+002;7;0.26;5
Fish;Hippoglossoides platessoides;5.15E+002;11;0.22;5
Fish;Hippoglossoides platessoides;5.45E+002;15;0.18;5
Fish;Hippoglossoides platessoides;7.13E+002;14;0.23;5
Fish;Hippoglossoides platessoides;9.55E+002;7;0.18;5
Fish;Hoplostethus atlanticus;5.40E+002;4;0.048;9,12
Fish;Hypomesus olidus;3.75E+000;16;2.45;5
Fish;Katsuwonus pelamis;2.53E+003;25;0.65;5
Fish;Katsuwonus pelamis;8.08E+003;25;1.68;5
Fish;Lamna nasus;4.18E+004;7;0.18;5
Fish;Lampanyctus macdonaldi;7.25E-001;10.25;1.014;6
Fish;Lampanyctus regalis;7.25E-001;6;1.329;7
Fish;Latimeria chalumnae;2.00E+004;16;0.2;8,9
Fish;Leiognathus splendens;1.60E+001;28;1.8;5
Fish;Lethrinops longispinis;3.05E+001;26;1.69;5
Fish;Lethrinops parvidens;3.30E+001;26;1.2;5
Fish;Leucichthys artedi;1.75E+001;8;1.1;5
Fish;Leucichthys artedi;2.38E+001;8;1.2;5
Fish;Leucichthys artedi;1.50E+002;8;0.35;5
Fish;Leucichthys sardinella;1.38E+002;5;0.6;5
Fish;Limanda ferruginea;2.95E+002;10;0.15;5
Fish;Lithrinus enigmaticus;7.30E+002;27;0.2;5
Fish;Lutjanus apodus;9.50E+002;27;0.54;5
Fish;Lutjanus buccanella;4.73E+002;27;1.83;5
Fish;Lutjanus buccanella;8.00E+002;27;2.24;5
Fish;Lutjanus purpureus;2.93E+003;27;0.37;5
Fish;Mallotus villosus;1.50E+001;11;1.3;5
Fish;Maurolicus muelleri;1.25E-001;13;4.867;6
Fish;Melanogrammus aeglefinus;5.38E+002;5;0.2;5
Fish;Merluccius angustimanus;6.38E+001;20;0.84;5
Fish;Merluccius gayi;1.46E+003;14;0.37;5
Fish;Merluccius merluccius;1.56E+002;15;0.6;5
Fish;Merluccius merluccius;3.95E+002;15;0.5;5
Fish;Merluccius productus;3.18E+002;12;0.56;5
Fish;Mugil cephalus;6.13E+002;20;0.31;5
Fish;Mulloidichthys martinicus;9.00E+001;27;1.73;5
Fish;Mulloidichthys martinicus;1.30E+002;27;1.7;5
Fish;Mycteroperca venenosa;2.08E+003;27;0.42;5
Fish;Myctophum punctatum;1.65E+000;15;0.73;5
Fish;Nemipterus bleekeri;7.50E+001;28;1.12;5
